ID,Name,Price,"Quantity on Hand"
3712,"Light cornflower blue Loveseat",$669.99,79
3713,"Brown Ottoman",$92.99,103
3714,"Maize Dining Table",$800,137
3715,"Blue jeans Chaise Lounge",$235.99,110
3716,"Corn Chaise Lounge",$235.99,52
3717,"Pink Sherbet Daybed",$711.99,185
3718,"Cinnabar Futon",$419.99,219
3719,"Ming Sectional","$1,039.99",138
3720,"Orange peel Loveseat",$669.99,110
3721,"Cherry blossom pink Futon",$419.99,138
3722,"Steel pink Bench",$114.99,49
3723,"Blond Reclining Sofa","$1,119.99",238
3724,"Mulberry Dresser",$599.99,172
3725,"Mellow yellow Nightstand",$81.99,65
3726,"Carrot orange Bed",$389.99,128
3727,"Vivid sky blue Loveseat",$669.99,135
3728,"Sky magenta Ottoman",$92.99,53
3729,"Android green Plant Stand",$42.99,137
3730,"Teal Chaise Lounge",$235.99,197
3731,"Misty moss green Daybed",$711.99,153
3732,"Malachite green Plant Stand",$42.99,206
3733,"Spring bud Plant Stand",$42.99,191
3734,"Light French beige Loveseat",$669.99,183
3735,"USAFA blue Dining Chair",$89.99,113
3736,"Fandango pink Sofa",$1249.99,152
3737,"Magenta haze Stool",$54.99,112
3738,"Selective yellow Plant Stand",$42.99,225
3739,"Burnt sienna Reclining Loveseat","$1,023.99",115
3740,"Cyan Crib",$289,235
3741,"Deep chestnut Plant Stand",$42.99,216
3742,"Languid lavender Coffee Table",$222.95,225
3743,"Macaroni and Cheese Daybed",$711.99,98
3744,"Navy blue Wardrobe",$719.99,249
3745,"Vivid burgundy Crib",$289,92
3746,"Green-cyan Nightstand",$81.99,202
3747,"United Nations blue Loveseat",$669.99,138
3748,"Fiery rose Bench",$114.99,146
3749,"Iceberg Sectional","$1,039.99",217
3750,"Emerald Chaise Lounge",$235.99,208
3751,"B'dazzled blue Wardrobe",$719.99,168
3752,"Maroon Headboard",$222.99,161
3753,"Sky magenta Chaise Lounge",$235.99,73
3754,"Coffee Bench",$114.99,134
3755,"Wild watermelon Headboard",$222.99,80
3756,"Hollywood cerise Loveseat",$669.99,94
3757,"Olive Wardrobe",$719.99,154
3758,"Bright green Daybed",$711.99,59
3759,"Manatee grey Reclining Loveseat","$1,023.99",189
3760,"Dogwood rose Coffee Table",$222.95,228
3761,"Raw umber Sofa",$1249.99,144
3762,"Shiny Shamrock Headboard",$222.99,172
3763,"Green Lizard Daybed",$711.99,228
3764,"Blue Headboard",$222.99,65
3765,"Medium sea green Wardrobe",$719.99,59
3766,"Livid blue End Table",$99.99,96
3767,"Golden poppy Sofa",$1249.99,133
3768,"Plump Purple Crib",$289,218
3769,"Minion yellow Headboard",$222.99,160
3770,"Lavender blue Dining Table",$800,142
3771,"Dark jungle green Storage Bench",$194.99,184
3772,"Schauss pink Reclining Sofa","$1,119.99",104
3773,"Flame Sectional","$1,039.99",227
3774,"Medium blue Reclining Sofa","$1,119.99",133
3775,"Pacific blue Reclining Sofa","$1,119.99",114
3776,"Deep jungle green Plant Stand",$42.99,234
3777,"Blood red Sleeper Sofa","$1,279.99",34
3778,"Vanilla ice Dining Chair",$89.99,68
3779,"Paolo Veronese green Plant Stand",$42.99,44
3780,"Black Wardrobe",$719.99,67
3781,"Pistachio Ottoman",$92.99,39
3782,"Selective yellow Sectional","$1,039.99",61
3783,"Shamrock green Loveseat",$669.99,164
3784,"Pine tree End Table",$99.99,79
3785,"Baby powder blue Bed",$389.99,158
3786,"Honeydew Chaise Lounge",$235.99,147
3787,"Mystic maroon Stool",$54.99,54
3788,"Laser lemon Loveseat",$669.99,145
3789,"Pale Dogwood Plant Stand",$42.99,237
3790,"Baby blue Sectional","$1,039.99",29
3791,"Tart Orange Ottoman",$92.99,112
3792,"Persian orange Coffee Table",$222.95,150
3793,"Espresso Crib",$289,187
3794,"Blush Headboard",$222.99,37
3795,"Polished Pine Plant Stand",$42.99,145
3796,"Bright green Dining Table",$800,231
3797,"Safety yellow Dining Chair",$89.99,181
3798,"Light cyan Plant Stand",$42.99,133
3799,"Trypan Blue Dining Table",$800,238
3800,"Rusty red Ottoman",$92.99,247
3801,"Blue-green Crib",$289,165
3802,"Rose ebony Daybed",$711.99,234
3803,"Celtic blue Stool",$54.99,204
3804,"French bistre Crib",$289,217
3805,"Celtic blue Nightstand",$81.99,155
3806,"Minion yellow Bench",$114.99,140
3807,"Tawny Crib",$289,205
3808,"Fandango pink Bench",$114.99,144
3809,"Palatinate purple Nightstand",$81.99,189
3810,"Lemon Nightstand",$81.99,243
3811,"Pumpkin Dining Table",$800,87
3812,"Deep chestnut Sectional","$1,039.99",168
3813,"Dutch white Ottoman",$92.99,177
3814,"Maximum green Storage Bench",$194.99,116
3815,"Ash gray Sofa",$1249.99,230
3816,"Citrine Ottoman",$92.99,243
3817,"Medium blue Chaise Lounge",$235.99,33
3818,"Asparagus green Sleeper Sofa","$1,279.99",28
3819,"Sandy brown Loveseat",$669.99,188
3820,"Mellow apricot Plant Stand",$42.99,213
3821,"Cadmium orange Headboard",$222.99,239
3822,"Baby blue Dining Chair",$89.99,236
3823,"Ebony Plant Stand",$42.99,71
3824,"Oxford blue Dining Table",$800,161
3825,"Violet-red Headboard",$222.99,97
3826,"Russian violet Coffee Table",$222.95,144
3827,"B'dazzled blue Chaise Lounge",$235.99,162
3828,"Cornflower blue Reclining Sofa","$1,119.99",207
3829,"Sea green Headboard",$222.99,91
3830,"Persian rose Bench",$114.99,218
3831,"Old lavender Plant Stand",$42.99,85
3832,"Sea green Daybed",$711.99,131
3833,"Turtle green Daybed",$711.99,119
3834,"Dark sea green Crib",$289,96
3835,"Ghost white Dresser",$599.99,183
3836,"Twilight lavender Headboard",$222.99,50
3837,"Bright navy blue Reclining Sofa","$1,119.99",91
3838,"Dark jungle green Futon",$419.99,107
3839,"Light gray Chaise Lounge",$235.99,118
3840,"Lavender blush Sofa",$1249.99,184
3841,"Light steel blue Daybed",$711.99,187
3842,"Citron Dining Chair",$89.99,115
3843,"Parchment Crib",$289,72
3844,"Dark pastel green Loveseat",$669.99,250
3845,"Sizzling Red Plant Stand",$42.99,77
3846,"Light slate gray Futon",$419.99,72
3847,"Vermilion Loveseat",$669.99,60
3848,"Blood red Bench",$114.99,55
3849,"Maximum purple Dresser",$599.99,153
3850,"Russian violet Ottoman",$92.99,188
3851,"Old gold Ottoman",$92.99,69
3852,"Electric green Chaise Lounge",$235.99,136
3853,"Vivid sky blue Coffee Table",$222.95,186
3854,"Strawberry Headboard",$222.99,104
3855,"Marigold Reclining Loveseat","$1,023.99",30
3856,"Jade Crib",$289,169
3857,"Jasmine Reclining Sofa","$1,119.99",178
3858,"Tyrian purple Daybed",$711.99,133
3859,"Process yellow Daybed",$711.99,39
3860,"Sand Dresser",$599.99,112
3861,"Polished Pine Stool",$54.99,152
3862,"Mint cream Dining Chair",$89.99,146
3863,"Plump Purple Reclining Sofa","$1,119.99",237
3864,"Mauvelous Stool",$54.99,128
3865,"Orange-red Sleeper Sofa","$1,279.99",227
3866,"Raspberry Reclining Sofa","$1,119.99",140
3867,"Carnation pink Dresser",$599.99,247
3868,"Laurel green Crib",$289,126
3869,"Maximum blue purple Stool",$54.99,203
3870,"Earth yellow Sleeper Sofa","$1,279.99",148
3871,"Spring green Dining Chair",$89.99,68
3872,"Dark purple Storage Bench",$194.99,244
3873,"Mikado yellow Headboard",$222.99,229
3874,"Ocean Blue Chaise Lounge",$235.99,81
3875,"Seal brown Wardrobe",$719.99,126
3876,"Sea green Dining Chair",$89.99,247
3877,"Chinese violet Coffee Table",$222.95,158
3878,"Tea green Reclining Sofa","$1,119.99",180
3879,"Amaranth red End Table",$99.99,217
3880,"Paris Green Sectional","$1,039.99",162
3881,"Antique white Futon",$419.99,60
3882,"Coffee Loveseat",$669.99,133
3883,"Deep taupe Dining Chair",$89.99,143
3884,"Dark chocolate Reclining Loveseat","$1,023.99",118
3885,"Denim blue Storage Bench",$194.99,100
3886,"Aquamarine Ottoman",$92.99,78
3887,"Maya blue Dresser",$599.99,230
3888,"Shimmering Blush Ottoman",$92.99,25
3889,"Eggplant Bench",$114.99,46
3890,"Eggshell Storage Bench",$194.99,46
3891,"Tickle Me Pink Headboard",$222.99,132
3892,"Spanish green Sectional","$1,039.99",164
3893,"Wheat gold Nightstand",$81.99,46
3894,"Auburn Reclining Loveseat","$1,023.99",38
3895,"Psychedelic purple Bench",$114.99,224
3896,"Black coral Crib",$289,165
3897,"Pale purple Dining Chair",$89.99,167
3898,"Medium aquamarine Dining Table",$800,99
3899,"Amazon green Bench",$114.99,156
3900,"Blood red Crib",$289,26
3901,"Medium aquamarine Plant Stand",$42.99,50
3902,"Robin egg blue Reclining Loveseat","$1,023.99",137
3903,"International orange Dining Chair",$89.99,219
3904,"Crimson Loveseat",$669.99,117
3905,"Rosy brown Reclining Loveseat","$1,023.99",197
3906,"Harvest gold Sectional","$1,039.99",139
3907,"Dark chocolate Loveseat",$669.99,191
3908,"Granite gray Storage Bench",$194.99,105
3909,"Mimi pink Dining Table",$800,94
3910,"Viridian green Sectional","$1,039.99",91
3911,"Rebecca Purple Crib",$289,239
3912,"Powder blue Sectional","$1,039.99",100
3913,"Chestnut Bench",$114.99,90
3914,"Amazon green Daybed",$711.99,93
3915,"Denim Reclining Loveseat","$1,023.99",198
3916,"Wild orchid Dining Chair",$89.99,198
3917,"Light French beige Sectional","$1,039.99",52
3918,"Yellow-green Sofa",$1249.99,31
3919,"Copper Dining Table",$800,225
3920,"English red End Table",$99.99,209
3921,"Windsor tan Stool",$54.99,249
3922,"Seal brown Ottoman",$92.99,112
3923,"Dark red Reclining Loveseat","$1,023.99",156
3924,"Salmon pink Sleeper Sofa","$1,279.99",92
3925,"Dark salmon Reclining Loveseat","$1,023.99",168
3926,"Bright green Ottoman",$92.99,99
3927,"Persian pink Plant Stand",$42.99,98
3928,"Redwood Plant Stand",$42.99,180
3929,"Mango Tango Sectional","$1,039.99",65
3930,"Aquamarine Dining Table",$800,146
3931,"Maximum yellow Daybed",$711.99,248
3932,"Dark green Wardrobe",$719.99,241
3933,"Citrine Dresser",$599.99,214
3934,"Acid green Headboard",$222.99,58
3935,"Columbia Blue Sofa",$1249.99,100
3936,"Spanish orange Stool",$54.99,208
3937,"Tango pink Stool",$54.99,146
3938,"Cinnabar Dining Chair",$89.99,197
3939,"Dodger blue Nightstand",$81.99,217
3940,"China rose Headboard",$222.99,217
3941,"Dim gray Loveseat",$669.99,210
3942,"Dark sienna Wardrobe",$719.99,196
3943,"Cerulean Dresser",$599.99,187
3944,"Middle blue Futon",$419.99,148
3945,"Yellow-green Nightstand",$81.99,178
3946,"Lavender blush Dining Table",$800,44
3947,"Air superiority blue Daybed",$711.99,70
3948,"Razzmatazz Coffee Table",$222.95,184
3949,"Prussian blue Sectional","$1,039.99",71
3950,"Brown sugar Dining Table",$800,148
3951,"Persian blue Dresser",$599.99,45
3952,"Lilac Daybed",$711.99,143
3953,"Mikado yellow Ottoman",$92.99,244
3954,"Medium turquoise Nightstand",$81.99,197
3955,"Steel blue Reclining Loveseat","$1,023.99",76
3956,"Jungle green Stool",$54.99,221
3957,"Desert Reclining Loveseat","$1,023.99",141
3958,"Charm pink Reclining Loveseat","$1,023.99",157
3959,"Myrtle Bed",$389.99,148
3960,"Green-cyan Plant Stand",$42.99,64
3961,"Harvest gold Ottoman",$92.99,136
3962,"Rose quartz Loveseat",$669.99,27
3963,"Carrot orange Sofa",$1249.99,193
3964,"Sweet Brown Daybed",$711.99,222
3965,"Turquoise Sleeper Sofa","$1,279.99",51
3966,"Ash gray Dining Chair",$89.99,129
3967,"Golden poppy Stool",$54.99,70
3968,"Fire opal Sofa",$1249.99,244
3969,"Medium sea green Sleeper Sofa","$1,279.99",68
3970,"Pictorial carmine Reclining Loveseat","$1,023.99",132
3971,"Auburn Dining Chair",$89.99,161
3972,"Moss green Ottoman",$92.99,65
3973,"Dark spring green Futon",$419.99,134
3974,"Pale silver Futon",$419.99,171
3975,"Marigold Dresser",$599.99,65
3976,"Rifle green Dining Table",$800,238
3977,"Silver sand Wardrobe",$719.99,202
3978,"MSU green Loveseat",$669.99,41
3979,"Vivid sky blue Daybed",$711.99,223
3980,"China pink End Table",$99.99,185
3981,"Princeton orange Coffee Table",$222.95,237
3982,"Fern green End Table",$99.99,32
3983,"Copper Crib",$289,30
3984,"Fuchsia Sectional","$1,039.99",111
3985,"Wild orchid Futon",$419.99,210
3986,"Dark slate gray End Table",$99.99,198
3987,"Morning blue Reclining Sofa","$1,119.99",211
3988,"Yellow Sunshine Nightstand",$81.99,130
3989,"Mountbatten pink Storage Bench",$194.99,217
3990,"Bright yellow Stool",$54.99,216
3991,"Jungle green Futon",$419.99,196
3992,"Sweet Brown Sofa",$1249.99,56
3993,"Puce Ottoman",$92.99,168
3994,"Fuchsia End Table",$99.99,42
3995,"Dark cornflower blue Storage Bench",$194.99,64
3996,"Sunset Bed",$389.99,193
3997,"Maximum green Stool",$54.99,60
3998,"Pine green Dining Table",$800,134
3999,"Mandarin Sectional","$1,039.99",205
4000,"Cream End Table",$99.99,100
4001,"Bright maroon Reclining Loveseat","$1,023.99",174
4002,"Lemon meringue Sofa",$1249.99,41
4003,"Thulian pink Stool",$54.99,189
4004,"Rusty red Storage Bench",$194.99,155
4005,"Café au lait End Table",$99.99,220
4006,"Wisteria purple Loveseat",$669.99,240
4007,"Trypan Blue Coffee Table",$222.95,98
4008,"Middle red Headboard",$222.99,102
4009,"Honeydew Plant Stand",$42.99,172
4010,"Unbleached silk Reclining Loveseat","$1,023.99",232
4011,"Dark purple Plant Stand",$42.99,76
4012,"Wheat gold Headboard",$222.99,65
4013,"Dark salmon Chaise Lounge",$235.99,132
4014,"Mint green Crib",$289,107
4015,"Deep cerise Reclining Loveseat","$1,023.99",96
4016,"Red Sectional","$1,039.99",175
4017,"Bitter lemon Dining Chair",$89.99,187
4018,"Russian green Coffee Table",$222.95,239
4019,"Morning blue Futon",$419.99,166
4020,"Jade Wardrobe",$719.99,104
4021,"Dark pastel green Dresser",$599.99,139
4022,"Magic mint Dining Chair",$89.99,217
4023,"B'dazzled blue Futon",$419.99,114
4024,"Cadmium green Loveseat",$669.99,76
4025,"White Storage Bench",$194.99,88
4026,"Cadet grey Crib",$289,71
